SYMBOL,SECTOR
VIVO,software
VKSPL,engineering
VLIFE-RE1,miscellaneous
VLSFINANCE,financeleasinghirepurchase
IDEA,telecommunicationsservice
PORRITSPEN,textilesgeneral
VOLTAMP,powertransmissionequipment
VOLTAS,diversified
VRLLOG,transportlogistics
VSTIND,cigarettes
VSTTILLERS,autotractors
VTMLTD,textileshosieryknitwear
VTXIND,textilesspinningcottonblended
VXLINSTR,computershardware
GFL,trading
WALCHANNAG,engineeringheavy
WALPAR,pharmaceuticalsdrugs
WANBURY,pharmaceuticals
WARRENTEA,plantationsteacoffee
WATERBASE,aquaculture
WEWIN,computerssoftwaremediumsmall
WEALTH,financeinvestments
WEBELSOLAR,electricequipment
WEIZMANIND,textilesprocessing
WELCORP,steeltubespipes
WELENTRP,miscellaneous
WELENT,constructioncontractingcivil
WELSPUNIND,textilesweaving
WELINV,financeinvestments
REMIMETAL,steeltubespipes
WENDT,abrasives
WSTCSTPAPR,paper
WESTLIFE,westlifefood
WHEELS,autoancillaries
WHIRLPOOL,consumergoodswhitegoods
WILLAMAGOR,financeinvestments
WIMPLAST,plastics
WINDLAS,biotechnologymedicalresearch
WINDMACHIN,engineeringheavy
WINPRO,winproind
WINSOMEDJ,diamondcuttingjewellerypreciousmetals
WINSOME,textilesspinningcottonblended
WIPRO,computerssoftware
WESTINDSEC,computerssoftwaremediumsmall
WOCKPHARMA,pharmaceuticals
WOCKH-RE,hospitalhealthcareservices
WFL,electronicgoods
WONDERLA,miscellaneous
WOOLWORTH,textileswoollenworsted
WORTH,packaging
WSI,electricequipment
WYETH,pharmaceuticals
XCHANGING,computerssoftwaremediumsmall
XELPMOC,computerssoftware
XLENERGY,telecommunicationsequipment
XPROINDIA,packaging
YAARI,yaaridigital
YESBANK,banksprivatesector
YUKEN,pumps
ZANDUREALT,constructioncontractingrealestate
ZEEL,mediaentertainment
ZEELEARN,computerssoftwaretraining
ZEEMEDIA,mediaentertainment
ZENTEC,zentech
ZENITHCOMP,computershardware
ZENITHINFO,computerssoftwaremediumsmall
ZENITHSTL,steeltubespipes
ZENITHEXPO,textilessyntheticsilk
ZENSARTECH,computerssoftware
ZFSTEERING,autoancillaries
ZFCVINDIA,zfcvindia
ZICOM,electricals
ZIMLAB,pharmaceuticals
ZODIACLOTH,textilesreadymadeapparels
ZODIAC,powergenerationdistribution
ZODJRDMKJ,diamondcuttingjewellerypreciousmetals
ZOMATO,onlineservices
ZOTA,pharmaceuticals
ZUARI,fertilisers
ZUARIIND,fertilisers
ZYDUSLIFE,zyduslife
ZYDUSWELL,vanaspatioils
ZYLOG,computerssoftwaremediumsmall
20MICRONS,miningminerals
21STCENMGM,financegeneral
3IINFOLTD,computerssoftware
3MINDIA,diversified
5PAISA,miscellaneous
63MOONS,computerssoftware
3PLAND,paper
SGBAUG27,sgbaug27
SGBDEC25,sgbdec25
SGBDEC2512,sgbdec2512
SGBDEC2513,sgbdec2513
SGBDEC25XI,sgbdec25xi
SGBDEC26,sgbdec26
SGBFEB27,sgbfeb27
SGBJAN26,sgbjan26
SGBJAN27,sgbjan27
SGBJUL27,sgbjul27
SGBJUN27,sgbjun27
SGBMAY26,sgbmay26
SGBNOV25,sgbnov25
SGBNOV258,sgbnov258
SGBNOV25IX,sgbnov25ix
SGBNOV25VI,sgbnov25vi
SGBNOV26,sgbnov26
SGBOCT25,sgboct25
SGBOCT25IV,financeinvestments
SGBOCT25V,sgboct25v
SGBOCT26,sgboct26
